,date,station,NO,NO2,NOX,precipitation
17107,26/10/2017,Arad,0.2,8.7,9.0,0.0
17108,27/10/2017,Arad,0.2,8.2,8.5,0.0
17109,28/10/2017,Arad,0.2,8.45,8.75,0.0
17110,29/10/2017,Arad,0.2,8.225,8.525,0.0
17111,30/10/2017,Arad,0.2,8.0,8.3,0.0
17112,31/10/2017,Arad,0.0,5.6,5.6,0.0
17113,01/11/2017,Arad,0.0,6.9,6.9,0.0
17114,02/11/2017,Arad,0.3,6.7,7.2,0.0
17115,03/11/2017,Arad,0.1,5.9,6.0,0.0
17116,04/11/2017,Arad,-0.1,4.9,4.7,0.0
17117,05/11/2017,Arad,0.1,5.8,5.9,0.0
17118,06/11/2017,Arad,0.0,7.4,7.4,0.0
17119,07/11/2017,Arad,0.0,7.8,7.8,0.0
17120,08/11/2017,Arad,0.4,9.8,10.4,0.0
17121,09/11/2017,Arad,0.1,10.7,10.9,0.0
17122,10/11/2017,Arad,0.0,6.6,6.5,0.0
17123,11/11/2017,Arad,0.0,4.0,3.9,0.0
17124,12/11/2017,Arad,0.1,5.9,5.9,0.0
17125,13/11/2017,Arad,0.6,10.6,11.5,0.0
17126,14/11/2017,Arad,0.1,12.2,12.3,0.0
17127,15/11/2017,Arad,0.1,13.7,13.9,0.0
17128,16/11/2017,Arad,0.3,11.6,12.0,0.0
17129,17/11/2017,Arad,0.2,6.6,6.9,0.0
17130,18/11/2017,Arad,0.2,9.7,10.0,0.0
17131,19/11/2017,Arad,0.0,8.2,8.3,0.0
17132,20/11/2017,Arad,0.6,9.3,10.3,0.0
17133,21/11/2017,Arad,0.3,6.3,6.8,2.1
17134,22/11/2017,Arad,0.4,7.6,8.2,0.1
17135,23/11/2017,Arad,0.7,10.0,11.0,0.0
17136,24/11/2017,Arad,-0.1,4.8,4.7,0.0
17137,25/11/2017,Arad,-0.1,4.6,4.5,0.0
17138,26/11/2017,Arad,0.2,7.5,7.8,0.3
17139,27/11/2017,Arad,0.2,11.7,12.0,0.0
17140,28/11/2017,Arad,0.2,11.0,11.3,0.0
17141,29/11/2017,Arad,0.9,10.3,11.7,0.0
17142,30/11/2017,Arad,0.0,5.4,5.4,0.0
17143,01/12/2017,Arad,0.0,4.8,4.8,0.0
17144,02/12/2017,Arad,-0.1,2.9,2.7,0.0
17145,03/12/2017,Arad,0.2,4.2,4.5,0.0
17146,04/12/2017,Arad,0.4,6.9,7.5,0.0
17147,05/12/2017,Arad,0.6,8.3,9.3,0.1
17148,06/12/2017,Arad,0.5,7.6000000000000005,8.4,5.2
17149,07/12/2017,Arad,0.55,7.950000000000001,8.850000000000001,0.0
17150,08/12/2017,Arad,0.525,7.775,8.625,0.0
17151,09/12/2017,Arad,0.5375000000000001,7.862500000000001,8.7375,0.0
17152,10/12/2017,Arad,0.71875,10.23125,11.318750000000001,0.0
17153,11/12/2017,Arad,0.9,12.6,13.9,0.0
17154,12/12/2017,Arad,0.6,7.3,8.2,0.0
17155,13/12/2017,Arad,0.4,10.3,10.8,0.0
17156,14/12/2017,Arad,0.3,7.8,8.3,0.2
17157,15/12/2017,Arad,0.0,5.3,5.2,0.0
17158,16/12/2017,Arad,0.1,5.7,5.8,0.0
17159,17/12/2017,Arad,1.0,14.6,16.1,0.0
17160,18/12/2017,Arad,0.8,12.5,13.8,0.0
17161,19/12/2017,Arad,0.8,13.9,15.2,0.0
17162,20/12/2017,Arad,3.1,24.2,28.9,0.0
17163,21/12/2017,Arad,0.5,10.1,10.8,0.0
17164,22/12/2017,Arad,0.2,6.7,7.0,0.0
17165,23/12/2017,Arad,0.1,7.0,7.2,0.0
17166,24/12/2017,Arad,0.3,6.9,7.4,0.2
17167,25/12/2017,Arad,0.3,6.9,7.4,1.3
17168,26/12/2017,Arad,0.3,5.8,6.3,0.0
17169,27/12/2017,Arad,0.2,5.1,5.3,0.0
17170,28/12/2017,Arad,0.4,11.6,12.2,0.0
17171,29/12/2017,Arad,0.30000000000000004,8.35,8.75,0.0
17172,30/12/2017,Arad,0.35000000000000003,9.975,10.475,0.0
17173,31/12/2017,Arad,0.32500000000000007,9.1625,9.6125,0.0
17174,01/01/2018,Arad,0.3375,9.56875,10.04375,7.5
17175,02/01/2018,Arad,0.33125000000000004,9.365625,9.828125,0.0
17176,03/01/2018,Arad,0.33437500000000003,9.4671875,9.9359375,0.0
17177,04/01/2018,Arad,0.33281250000000007,9.41640625,9.88203125,3.2
17178,05/01/2018,Arad,0.33359375,9.441796875,9.908984375,24.2
17179,06/01/2018,Arad,0.33320312500000004,9.4291015625,9.8955078125,5.8
17180,07/01/2018,Arad,0.33339843750000003,9.43544921875,9.90224609375,0.0
17181,08/01/2018,Arad,0.33330078125000007,9.432275390625,9.898876953125,0.0
17182,09/01/2018,Arad,0.333349609375,9.4338623046875,9.9005615234375,0.0
17183,10/01/2018,Arad,0.33332519531250004,9.43306884765625,9.89971923828125,0.0
17184,11/01/2018,Arad,0.33333740234375003,9.433465576171875,9.900140380859375,0.0
17185,12/01/2018,Arad,0.33333129882812507,9.433267211914062,9.899929809570313,0.0
17186,13/01/2018,Arad,0.3333343505859375,9.433366394042968,9.900035095214843,0.0
17187,14/01/2018,Arad,0.3333328247070313,9.433316802978515,9.899982452392578,3.7
17188,15/01/2018,Arad,0.3333335876464844,9.433341598510742,9.90000877380371,0.3
17189,16/01/2018,Arad,0.3333332061767579,9.433329200744629,9.899995613098145,0.0
17190,17/01/2018,Arad,0.3333333969116211,9.433335399627685,9.900002193450927,0.0
17191,18/01/2018,Arad,0.3333333015441895,9.433332300186157,9.899998903274536,9.0
17192,19/01/2018,Arad,0.3333333492279053,9.433333849906921,9.900000548362732,5.6
17193,20/01/2018,Arad,0.33333332538604743,9.433333075046539,9.899999725818635,0.0
17194,21/01/2018,Arad,0.33333333730697634,9.43333346247673,9.900000137090682,0.0
17195,22/01/2018,Arad,0.3333333313465119,9.433333268761634,9.899999931454659,0.7
17196,23/01/2018,Arad,0.3333333343267441,9.433333365619182,9.90000003427267,0.1
17197,24/01/2018,Arad,0.333333332836628,9.433333317190408,9.899999982863665,0.0
17198,25/01/2018,Arad,0.33333333358168604,9.433333341404795,9.900000008568167,3.0
17199,26/01/2018,Arad,0.33333333320915703,9.433333329297602,9.899999995715916,4.2
17200,27/01/2018,Arad,0.33333333339542154,9.433333335351199,9.900000002142042,4.2
17201,28/01/2018,Arad,0.3333333333022893,9.4333333323244,9.89999999892898,0.3
17202,29/01/2018,Arad,0.3333333333488554,9.4333333338378,9.90000000053551,3.1
17203,30/01/2018,Arad,0.33333333332557236,9.4333333330811,9.899999999732245,0.0
17204,31/01/2018,Arad,0.3333333333372139,9.43333333345945,9.900000000133877,0.0
17205,01/02/2018,Arad,0.26666666666860694,7.966666666729725,8.30000000006694,0.0
17206,02/02/2018,Arad,0.2,6.5,6.7,0.0
17207,03/02/2018,Arad,0.5,10.0,10.7,0.0
17208,04/02/2018,Arad,1.8,16.1,18.9,0.0
17209,05/02/2018,Arad,1.8,17.1,19.8,0.0
17210,06/02/2018,Arad,2.0,19.9,22.9,0.0
17211,07/02/2018,Arad,0.4,7.2,7.7,0.0
17212,08/02/2018,Arad,0.6,10.9,11.7,0.0
17213,09/02/2018,Arad,0.4,7.4,7.8,0.0
17214,10/02/2018,Arad,0.3,8.8,9.2,0.0
17215,11/02/2018,Arad,0.6,12.5,13.4,0.0
17216,12/02/2018,Arad,0.6,10.9,11.7,10.8
17217,13/02/2018,Arad,0.2,5.5,5.6,2.5
17218,14/02/2018,Arad,0.2,6.9,7.2,0.0
17219,15/02/2018,Arad,0.3,10.8,11.3,0.0
17220,16/02/2018,Arad,0.2,6.6,6.8,3.9
17221,17/02/2018,Arad,0.1,4.9,5.0,3.9
17222,18/02/2018,Arad,0.3,6.8,7.2,0.0
17223,19/02/2018,Arad,0.2,6.2,6.4,0.0
17224,20/02/2018,Arad,0.2,12.4,12.7,0.0
17225,21/02/2018,Arad,1.3,16.5,18.3,1.9
17226,22/02/2018,Arad,0.2,6.3,6.5,0.3
17227,23/02/2018,Arad,0.1,4.0,4.0,0.0
17228,24/02/2018,Arad,0.5,7.1,7.9,0.0
17229,25/02/2018,Arad,0.5,8.1,8.7,3.8
17230,26/02/2018,Arad,0.3,11.4,11.9,2.9
17231,27/02/2018,Arad,0.3,7.3,7.7,0.0
17232,28/02/2018,Arad,0.1,7.5,7.6,0.0
17233,01/03/2018,Arad,0.5,13.4,14.2,0.0
17234,02/03/2018,Arad,0.2,6.9,7.1,0.0
17235,03/03/2018,Arad,0.7,11.3,12.3,0.0
17236,04/03/2018,Arad,0.2,7.5,7.7,0.0
17237,05/03/2018,Arad,0.4,10.7,11.2,0.0
17238,06/03/2018,Arad,0.4,9.1,9.7,0.0
17239,07/03/2018,Arad,0.4,10.7,11.3,0.0
17240,08/03/2018,Arad,0.5,6.9,7.6,0.0
17241,09/03/2018,Arad,0.1,5.2,5.2,0.0
17242,10/03/2018,Arad,0.0,5.0,4.8,0.0
17243,11/03/2018,Arad,0.15,9.15,8.9,0.0
17244,12/03/2018,Arad,0.3,13.3,13.0,0.0
17245,13/03/2018,Arad,0.7,10.4,11.0,0.0
17246,14/03/2018,Arad,0.6,10.9,11.8,0.0
17247,15/03/2018,Arad,0.4,10.4,11.0,0.0
17248,16/03/2018,Arad,0.1,6.6,6.7,0.0
17249,17/03/2018,Arad,0.0,5.0,4.9,0.0
17250,18/03/2018,Arad,0.3,10.2,10.5,0.0
17251,19/03/2018,Arad,0.4,7.5,8.0,0.0
17252,20/03/2018,Arad,0.3,9.4,9.8,0.0
17253,21/03/2018,Arad,0.5,6.7,7.4,0.0
17254,22/03/2018,Arad,0.1,6.7,6.8,0.0
17255,23/03/2018,Arad,0.2,5.5,5.6,0.0
17256,24/03/2018,Arad,0.1,3.9,3.9,0.0
17257,25/03/2018,Arad,0.1,7.0,7.1,0.0
17258,26/03/2018,Arad,0.2,10.9,11.1,0.0
17259,27/03/2018,Arad,0.3,10.8,11.0,0.0
17260,28/03/2018,Arad,0.3,5.5,5.7,0.1
17261,29/03/2018,Arad,0.1,5.3,5.4,1.1
17262,30/03/2018,Arad,0.6,6.0,6.8,0.0
17263,31/03/2018,Arad,0.0,4.7,4.6,0.0
17264,01/04/2018,Arad,0.1,9.4,9.5,0.0
17265,02/04/2018,Arad,0.3,9.2,9.6,0.0
17266,03/04/2018,Arad,0.3,8.0,8.4,0.0
17267,04/04/2018,Arad,0.1,6.7,6.6,0.0
17268,05/04/2018,Arad,0.0,6.5,6.5,0.0
17269,06/04/2018,Arad,0.0,6.7,6.7,0.0
17270,07/04/2018,Arad,0.0,5.2,5.2,0.0
17271,08/04/2018,Arad,0.2,6.9,7.2,0.0
17272,09/04/2018,Arad,0.3,6.4,6.8,0.0
17273,10/04/2018,Arad,0.2,5.4,5.5,0.3
17274,11/04/2018,Arad,0.1,5.9,5.9,0.0
17275,12/04/2018,Arad,1.9,13.7,16.5,0.0
17276,13/04/2018,Arad,0.2,6.7,6.7,0.0
17277,14/04/2018,Arad,0.2,6.8,6.9,0.0
17278,15/04/2018,Arad,0.2,7.1,7.3,0.0
17279,16/04/2018,Arad,0.2,9.6,9.9,0.0
17280,17/04/2018,Arad,0.1,8.2,8.3,0.0
17281,18/04/2018,Arad,0.2,6.6,6.7,0.0
17282,19/04/2018,Arad,0.1,5.3,5.4,0.0
17283,20/04/2018,Arad,0.1,4.4,4.6,0.0
17284,21/04/2018,Arad,0.0,3.5,3.5,0.0
17285,22/04/2018,Arad,0.1,5.6,5.7,2.8
17286,23/04/2018,Arad,0.7,11.3,12.3,0.0
17287,24/04/2018,Arad,0.1,6.4,6.6,0.0
17288,25/04/2018,Arad,0.2,6.7,7.0,5.6
17289,26/04/2018,Arad,0.3,6.8,7.1,31.8
17290,27/04/2018,Arad,0.0,4.9,4.7,27.0
17291,28/04/2018,Arad,0.0,4.5,4.4,0.0
17292,29/04/2018,Arad,0.1,8.0,8.0,0.0
17293,30/04/2018,Arad,0.3,6.2,6.4,0.0
17294,01/05/2018,Arad,0.1,4.2,4.3,0.0
17295,02/05/2018,Arad,0.4,7.4,7.9,0.0
17296,03/05/2018,Arad,0.2,5.7,5.9,0.0
17297,04/05/2018,Arad,0.2,4.8,4.9,0.0
17298,05/05/2018,Arad,0.1,4.3,4.3,0.0
17299,06/05/2018,Arad,0.2,7.3,7.6,0.0
17300,07/05/2018,Arad,0.3,5.5,5.9,1.9
17301,08/05/2018,Arad,0.2,4.6,4.9,0.0
17302,09/05/2018,Arad,0.2,4.8,4.9,0.0
17303,10/05/2018,Arad,0.2,7.4,7.6,0.0
17304,11/05/2018,Arad,0.2,5.3,5.6,0.3
17305,12/05/2018,Arad,0.0,2.7,2.6,0.0
17306,13/05/2018,Arad,0.2,4.1,4.4,0.0
17307,14/05/2018,Arad,0.1,5.6,5.6,0.0
17308,15/05/2018,Arad,0.6,8.7,9.5,0.0
17309,16/05/2018,Arad,0.3,8.6,8.9,0.0
17310,17/05/2018,Arad,0.1,5.2,5.2,0.0
17311,18/05/2018,Arad,0.0,3.1,3.1,0.0
17312,19/05/2018,Arad,0.0,4.3,4.2,0.0
17313,20/05/2018,Arad,0.1,7.9,7.9,0.0
17314,21/05/2018,Arad,0.3,8.1,8.5,0.0
17315,22/05/2018,Arad,0.3,8.3,8.7,0.0
17316,23/05/2018,Arad,0.4,7.8,8.4,0.0
17317,24/05/2018,Arad,0.1,5.8,5.9,0.0
17318,25/05/2018,Arad,0.1,6.0,6.0,0.0
17319,26/05/2018,Arad,0.2,6.8,7.0,0.0
17320,27/05/2018,Arad,1.0,9.8,11.4,0.0
17321,28/05/2018,Arad,0.7,10.1,11.1,0.0
17322,29/05/2018,Arad,0.3,6.9,7.4,0.0
17323,30/05/2018,Arad,0.3,5.5,5.8,0.0
17324,31/05/2018,Arad,0.1,4.4,4.5,0.0
17325,01/06/2018,Arad,0.0,4.6,4.6,0.0
17326,02/06/2018,Arad,0.0,3.1,3.0,0.0
17327,03/06/2018,Arad,0.2,6.0,6.1,0.0
17328,04/06/2018,Arad,0.3,6.4,6.7,0.0
17329,05/06/2018,Arad,0.2,6.4,6.6,0.0
17330,06/06/2018,Arad,0.3,8.9,9.2,0.0
17331,07/06/2018,Arad,0.2,7.6,7.8,0.0
17332,08/06/2018,Arad,0.1,4.8,4.9,0.0
17333,09/06/2018,Arad,0.1,4.4,4.4,0.0
17334,10/06/2018,Arad,0.4,7.3,7.7,0.0
17335,11/06/2018,Arad,0.2,5.1,5.3,0.0
17336,12/06/2018,Arad,0.1,4.0,4.1,0.0
17337,13/06/2018,Arad,0.2,5.1,5.3,0.0
17338,14/06/2018,Arad,0.1,6.5,6.5,0.0
17339,15/06/2018,Arad,0.0,4.9,4.8,0.0
17340,16/06/2018,Arad,0.0,4.8,4.6,0.0
17341,17/06/2018,Arad,0.1,4.8,4.9,0.0
17342,18/06/2018,Arad,0.3,6.2,6.5,0.0
17343,19/06/2018,Arad,0.2,6.4,6.5,0.0
17344,20/06/2018,Arad,0.7,9.2,10.2,0.0
17345,21/06/2018,Arad,0.3,7.2,7.6,0.0
17346,22/06/2018,Arad,0.1,4.9,4.9,0.0
17347,23/06/2018,Arad,0.1,4.5,4.6,0.0
17348,24/06/2018,Arad,0.1,5.3,5.3,0.0
17349,25/06/2018,Arad,0.4,6.0,6.5,0.0
17350,26/06/2018,Arad,0.3,7.1,7.5,0.0
17351,27/06/2018,Arad,0.1,9.5,9.5,0.0
17352,28/06/2018,Arad,1.0,8.6,10.0,0.0
17353,29/06/2018,Arad,0.0,3.0,3.0,0.0
17354,30/06/2018,Arad,0.1,3.2,3.2,0.0
17355,01/07/2018,Arad,0.1,5.1,5.1,0.0
17356,02/07/2018,Arad,0.1,4.8,4.9,0.0
17357,03/07/2018,Arad,0.2,5.5,5.8,0.0
17358,04/07/2018,Arad,0.9,6.8,8.1,0.0
17359,05/07/2018,Arad,0.1,6.2,6.4,0.0
17360,06/07/2018,Arad,0.0,4.7,4.7,0.0
17361,07/07/2018,Arad,0.0,3.6,3.4,0.0
17362,08/07/2018,Arad,0.1,6.7,6.8,0.0
17363,09/07/2018,Arad,0.3,8.7,9.1,0.0
17364,10/07/2018,Arad,0.3,6.7,7.2,0.0
17365,11/07/2018,Arad,0.1,4.5,4.6,0.0
17366,12/07/2018,Arad,0.1,4.3,4.3,0.0
17367,13/07/2018,Arad,0.1,3.1,3.3,0.0
17368,14/07/2018,Arad,0.0,4.3,4.2,0.0
17369,15/07/2018,Arad,0.1,4.8,4.8,0.0
17370,16/07/2018,Arad,0.2,6.7,6.9,0.0
17371,17/07/2018,Arad,0.1,6.4,6.5,0.0
17372,18/07/2018,Arad,0.1,6.1,6.1,0.0
17373,19/07/2018,Arad,0.1,6.1,6.2,0.0
17374,20/07/2018,Arad,0.3,3.8,4.1,0.0
17375,21/07/2018,Arad,0.0,2.5,2.4,0.0
17376,22/07/2018,Arad,0.2,4.2,4.4,0.0
17377,23/07/2018,Arad,0.2,5.2,5.4,0.0
17378,24/07/2018,Arad,0.6,8.1,8.9,0.0
17379,25/07/2018,Arad,0.4,7.8,8.3,0.0
17380,26/07/2018,Arad,0.3,6.0,6.4,0.0
17381,27/07/2018,Arad,2.0,6.9,10.0,0.0
17382,28/07/2018,Arad,0.0,2.6,2.5,0.0
17383,29/07/2018,Arad,0.2,4.7,4.9,0.0
17384,30/07/2018,Arad,0.2,5.8,6.1,0.0
17385,31/07/2018,Arad,0.2,6.0,6.2,0.0
17386,01/08/2018,Arad,0.1,5.7,5.8,0.0
17387,02/08/2018,Arad,0.2,4.0,4.2,0.0
17388,03/08/2018,Arad,0.1,2.7,2.8,0.0
17389,04/08/2018,Arad,0.0,2.7,2.6,0.0
17390,05/08/2018,Arad,0.2,5.3,5.6,0.0
17391,06/08/2018,Arad,0.2,6.1,6.4,0.0
17392,07/08/2018,Arad,0.2,5.1,5.3,0.0
17393,08/08/2018,Arad,0.2,4.5,4.8,0.0
17394,09/08/2018,Arad,0.1,4.6,4.6,0.0
17395,10/08/2018,Arad,0.1,4.2,4.2,0.0
17396,11/08/2018,Arad,0.0,5.2,5.2,0.0
17397,12/08/2018,Arad,0.5,6.6,7.3,0.0
17398,13/08/2018,Arad,0.1,4.9,5.0,0.0
17399,14/08/2018,Arad,0.2,4.3,4.6,0.0
17400,15/08/2018,Arad,0.1,4.1,4.2,0.0
17401,16/08/2018,Arad,0.1,4.8,4.9,0.0
17402,17/08/2018,Arad,0.1,2.8,2.9,0.0
17403,18/08/2018,Arad,0.1,2.1,2.2,0.0
17404,19/08/2018,Arad,0.2,3.8,4.1,0.0
17405,20/08/2018,Arad,0.1,3.4,3.5,0.0
17406,21/08/2018,Arad,0.1,3.9,3.9,0.0
17407,22/08/2018,Arad,0.1,3.7,3.7,0.0
17408,23/08/2018,Arad,0.3,4.5,4.8,0.0
17409,24/08/2018,Arad,0.2,4.4,4.5,0.0
17410,25/08/2018,Arad,0.1,3.0,3.0,0.0
17411,26/08/2018,Arad,0.2,3.9,4.1,0.0
17412,27/08/2018,Arad,0.2,3.9,4.1,0.0
17413,28/08/2018,Arad,0.1,4.9,5.0,0.0
17414,29/08/2018,Arad,0.2,5.6,5.8,0.0
17415,30/08/2018,Arad,0.4,5.6,6.2,0.0
17416,31/08/2018,Arad,0.3,4.8,5.3,0.0
17417,01/09/2018,Arad,0.1,3.8,3.9,0.0
17418,02/09/2018,Arad,0.3,4.9,5.3,0.0
17419,03/09/2018,Arad,0.2,6.5,6.8,0.0
17420,04/09/2018,Arad,0.3,7.3,7.6,0.0
17421,05/09/2018,Arad,0.3,6.7,7.2,0.0
17422,06/09/2018,Arad,0.3,5.9,6.2,0.0
17423,07/09/2018,Arad,0.1,3.3,3.3,0.0
17424,08/09/2018,Arad,0.0,2.4,2.3,0.0
17425,09/09/2018,Arad,0.1,3.8,4.0,0.0
17426,10/09/2018,Arad,0.0,2.2,2.2,0.0
17427,11/09/2018,Arad,0.1,4.2,4.2,0.0
17428,12/09/2018,Arad,0.6,7.4,8.3,0.0
17429,13/09/2018,Arad,0.3,6.9,7.3,0.0
17430,14/09/2018,Arad,0.0,3.0,2.8,0.0
17431,15/09/2018,Arad,0.0,2.7,2.4,0.0
17432,16/09/2018,Arad,0.1,4.6,4.6,0.0
17433,17/09/2018,Arad,0.1,4.7,4.8,0.0
17434,18/09/2018,Arad,0.1,3.1,3.1,0.0
17435,19/09/2018,Arad,0.0,2.3,2.2,0.0
17436,20/09/2018,Arad,0.2,5.4,5.5,0.0
17437,21/09/2018,Arad,0.1,3.7,3.9,0.0
17438,22/09/2018,Arad,0.0,2.8,2.7,0.0
17439,23/09/2018,Arad,0.4,5.1,5.5,0.0
17440,24/09/2018,Arad,0.0,3.1,3.0,0.0
17441,25/09/2018,Arad,0.4,5.3,5.9,0.0
17442,26/09/2018,Arad,0.2,5.3,5.5,0.0
17443,27/09/2018,Arad,0.3,9.6,9.9,0.0
17444,28/09/2018,Arad,0.1,5.1,5.2,0.0
17445,29/09/2018,Arad,0.0,3.7,3.5,0.0
17446,30/09/2018,Arad,0.6,11.3,12.1,0.0
17447,01/10/2018,Arad,0.1,4.6,4.6,0.0
17448,02/10/2018,Arad,0.7,8.2,9.2,0.0
17449,03/10/2018,Arad,0.8,10.5,11.7,0.0
17450,04/10/2018,Arad,0.4,9.2,9.8,0.0
17451,05/10/2018,Arad,0.1,3.7,3.7,0.0
17452,06/10/2018,Arad,0.0,3.8,3.8,0.0
17453,07/10/2018,Arad,0.3,8.1,8.4,0.0
17454,08/10/2018,Arad,0.5,6.1,6.9,0.0
17455,09/10/2018,Arad,0.3,6.3,6.7,0.0
17456,10/10/2018,Arad,0.1,4.6,4.7,0.0
17457,11/10/2018,Arad,0.2,5.0,5.1,0.0
17458,12/10/2018,Arad,0.1,3.9,4.0,0.0
17459,13/10/2018,Arad,0.0,4.2,4.0,0.0
17460,14/10/2018,Arad,0.3,9.0,9.4,0.0
17461,15/10/2018,Arad,0.5,7.3,8.0,0.0
17462,16/10/2018,Arad,0.8,6.3,7.3,0.0
17463,17/10/2018,Arad,0.3,6.0,6.3,0.0
17464,18/10/2018,Arad,0.8,10.0,11.1,13.4
17465,19/10/2018,Arad,0.3,8.7,9.1,0.4
17466,20/10/2018,Arad,0.3,6.6,7.1,0.0
17467,21/10/2018,Arad,0.7,10.2,11.1,0.0
17468,22/10/2018,Arad,0.3,6.0,6.4,0.0
17469,23/10/2018,Arad,0.5,6.5,7.2,0.0
17470,24/10/2018,Arad,0.6,10.5,11.4,0.0
17471,25/10/2018,Arad,0.3,5.2,5.6,7.5
17472,26/10/2018,Arad,0.2,5.3,5.6,0.0
17473,27/10/2018,Arad,0.1,4.5,4.5,0.0
17474,28/10/2018,Arad,0.1,4.8,4.9,0.0
17475,29/10/2018,Arad,0.1,4.4,4.5,0.0
17476,30/10/2018,Arad,0.1,3.4,3.5,0.0
17477,31/10/2018,Arad,0.2,3.0,3.3,0.0
17478,01/11/2018,Arad,0.1,2.4,2.3,0.0
17479,02/11/2018,Arad,0.0,1.8,1.7,0.0
17480,03/11/2018,Arad,0.0,2.8,2.7,0.0
17481,04/11/2018,Arad,0.1,5.2,5.2,0.1
17482,05/11/2018,Arad,0.4,6.9,7.4,3.3
17483,06/11/2018,Arad,0.4,9.4,9.9,0.2
17484,07/11/2018,Arad,0.2,9.7,9.8,0.0
17485,08/11/2018,Arad,0.2,10.0,10.3,0.0
17486,09/11/2018,Arad,0.1,4.5,4.5,0.0
17487,10/11/2018,Arad,0.1,6.3,6.3,0.0
17488,11/11/2018,Arad,0.3,8.2,8.7,0.0
17489,12/11/2018,Arad,0.1,8.1,8.3,0.0
17490,13/11/2018,Arad,0.2,9.0,9.1,0.1
17491,14/11/2018,Arad,0.3,8.7,9.0,0.1
17492,15/11/2018,Arad,0.3,8.2,8.6,0.0
17493,16/11/2018,Arad,0.1,4.2,4.1,0.0
17494,17/11/2018,Arad,0.0,3.9,3.8,0.0
17495,18/11/2018,Arad,0.1,4.3,4.2,0.0
17496,19/11/2018,Arad,0.1,7.5,7.6,0.0
17497,20/11/2018,Arad,0.3,14.3,14.7,0.0
17498,21/11/2018,Arad,0.7,14.6,15.7,0.0
17499,22/11/2018,Arad,0.5,13.4,14.1,0.0
17500,23/11/2018,Arad,0.2,4.9,5.2,26.4
17501,24/11/2018,Arad,0.0,4.6,4.6,1.0
17502,25/11/2018,Arad,0.4,8.1,8.6,0.0
17503,26/11/2018,Arad,0.4,10.8,11.3,0.0
17504,27/11/2018,Arad,0.4,8.0,8.6,0.0
17505,28/11/2018,Arad,0.5,12.6,13.3,0.0
17506,29/11/2018,Arad,0.8,15.9,17.1,0.0
17507,30/11/2018,Arad,0.1,8.6,8.7,0.0
17508,01/12/2018,Arad,0.1,6.3,6.5,0.0
17509,02/12/2018,Arad,0.2,6.3,6.5,0.0
17510,03/12/2018,Arad,0.3,9.9,10.3,0.0
17511,04/12/2018,Arad,0.5,10.3,11.0,0.0
17512,05/12/2018,Arad,0.6,6.0,7.0,1.2
17513,06/12/2018,Arad,0.3,3.9,4.3,0.9
17514,07/12/2018,Arad,0.1,4.1,4.1,0.0
17515,08/12/2018,Arad,0.1,5.0,5.0,0.0
17516,09/12/2018,Arad,0.5,12.3,13.0,0.0
17517,10/12/2018,Arad,0.6,9.9,10.7,0.0
17518,11/12/2018,Arad,0.6,7.1,7.9,0.0
17519,12/12/2018,Arad,0.5,7.7,8.3,0.0
17520,13/12/2018,Arad,0.4,8.3,8.7,1.7
17521,14/12/2018,Arad,0.1,4.3,4.2,0.0
17522,15/12/2018,Arad,1.3,4.1,5.6,0.0
17523,16/12/2018,Arad,0.2,9.5,9.7,0.0
17524,17/12/2018,Arad,0.4,9.4,9.8,0.0
17525,18/12/2018,Arad,0.4,12.1,12.0,0.0
17526,19/12/2018,Arad,1.0,10.1,11.5,1.7
17527,20/12/2018,Arad,1.4,6.8,8.6,1.0
17528,21/12/2018,Arad,0.7999999999999999,6.6,7.3,0.1
17529,22/12/2018,Arad,0.2,6.4,6.0,0.0
17530,23/12/2018,Arad,1.5,11.0,13.3,0.0
17531,24/12/2018,Arad,1.1,15.5,17.2,0.0
17532,25/12/2018,Arad,0.5,11.0,11.7,0.0
17533,26/12/2018,Arad,0.8,9.7,10.8,0.0
17534,27/12/2018,Arad,0.4,4.0,4.5,0.3
17535,28/12/2018,Arad,0.3,4.6,4.9,1.7
17536,29/12/2018,Arad,0.2,7.6,7.9,0.0
17537,30/12/2018,Arad,0.7,9.2,10.2,0.6
17538,31/12/2018,Arad,0.1,5.3,4.5,0.0
17539,01/01/2019,Arad,0.2,8.2,8.2,0.0
17540,02/01/2019,Arad,0.5,8.2,8.9,0.0
17541,03/01/2019,Arad,0.4,7.2,7.7,0.0
17542,04/01/2019,Arad,0.9,6.9,8.0,0.0
17543,05/01/2019,Arad,0.3,6.3,6.6,0.0
17544,06/01/2019,Arad,0.2,5.5,5.7,0.0
17545,07/01/2019,Arad,0.4,4.1,4.6,0.0
17546,08/01/2019,Arad,0.3,4.0,4.4,0.0
17547,09/01/2019,Arad,0.5,7.7,8.4,0.0
17548,10/01/2019,Arad,0.5,7.9,8.6,0.0
17549,11/01/2019,Arad,0.2,4.6,4.7,0.0
17550,12/01/2019,Arad,0.3,6.4,6.7,0.0
17551,13/01/2019,Arad,0.4,4.0,4.4,0.0
17552,14/01/2019,Arad,0.3,4.9,5.3,0.1
17553,15/01/2019,Arad,0.6,7.2,7.9,0.0
17554,16/01/2019,Arad,0.44999999999999996,6.050000000000001,6.6,4.3
17555,17/01/2019,Arad,0.425,6.125,6.6,0.0
17556,18/01/2019,Arad,0.4,6.2,6.6,0.0
17557,19/01/2019,Arad,0.6,5.7,6.3,0.0
